district,district_alt,district_id,school,school_id,type_x,street,city,state,zip,gradespan,enrollment,hdphone,url,type_special,year,type_y,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,lat,lon
Berkeley County School District,Berkeley 01,801999,Hanahan High,801008,H,6015 Murray Dr.,Hanahan,SC,29410,9-12,961,843-820-3710,https://www.bcsdschools.net/HHS,,2020,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,88.0,88.741721854,91.176470588,80.85106383,,94.444444444,2.3,88.7,69.0,4.2,58391.0,,33.2,,2.0,100.0,100.0,1.0,20.3,44.6,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.0,69.0,2.0,7.0,0.0,0.0,1.0,928,426,502,123,526,0.0,,279,45.9051724137931,54.0948275862069,0.0,13.254310344827584,56.68103448275862,30.0646551724138,32.9181921,-80.0111139
Berkeley County School District,Berkeley 01,801999,Berkeley Middle School,801012,M,320 North Live Oak Drive,Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,,2017,M,35.0,26.1,20.8,37.3,47.9,29.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47665.0,,19.5,37.84764208,5.0,,,1.3,,58.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,589,616,484,620,,,101,48.87966804979253,51.120331950207465,,40.16597510373444,51.45228215767634,8.38174273858921,33.200529,-79.996742
Berkeley County School District,Berkeley 01,801999,Berkeley Middle School,801012,M,320 North Live Oak Drive,Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,,2018,M,36.2,30.8,28.4,36.4,45.1,,30.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,,,0.0,80.9,55.1,22.7,48825.0,86.4,18.8,26.2,6.0,100.0,100.0,0.5,11.3,56.83,,,,11.3,,,75.5,53.8,181.0,82.6,91.3,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,,,,,,0.0,19.0,1210,594,616,441,625,0.0,,144,49.09090909090909,50.90909090909091,0.0,36.446280991735534,51.65289256198346,11.900826446280991,33.200529,-79.996742
Berkeley County School District,Berkeley 01,801999,Berkeley Middle School,801012,M,320 North Live Oak Drive,Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,,2019,M,39.1,29.1,28.8,37.7,39.9,,34.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,38.9,,,,,,,2.4,78.0,56.8,29.4,49992.0,86.4,19.6,18.1,7.0,100.0,100.0,1.2,11.4,62.67,,89935.0,8305.0,,,,67.2,46.0,64.0,57.39999999999999,89.7,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,402.0,239.0,4.0,16.0,2.0,0.0,28.0,1275,606,669,484,629,0.0,,162,47.52941176470589,52.47058823529412,0.0,37.96078431372549,49.333333333333336,12.705882352941176,33.200529,-79.996742
Berkeley County School District,Berkeley 01,801999,Berkeley Middle School,801012,M,320 North Live Oak Drive,Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,,2021,M,31.9,39.0,19.2,48.1,30.7,,47.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,82.6,59.4936708860759,32.4,52842.7335135135,,15.8,20.9,9.0,100.0,100.0,2.2,10.4,63.4,70.4,96392.0,,10.4,207.0,62.0,57.2,57.2,7.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,211.0,130.0,1.0,13.0,5.0,0.0,17.0,1454,687,767,574,681,0.0,911.0,199,47.24896836313617,52.75103163686382,0.0,39.47730398899587,46.8363136176066,13.686382393397526,33.200529,-79.996742
Berkeley County School District,Berkeley 01,801999,Berkeley Middle School,801012,M,320 North Live Oak Drive,Moncks Corner,SC,29461,6-8,1448,843-899-8840,https://www.bcsdschools.net/Domain/12,,2020,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,78.9,61.3,33.3,53103.0,,17.2,23.3,8.0,100.0,100.0,2.5,12.7,61.7,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,302.0,239.0,7.0,7.0,8.0,0.0,36.0,1368,673,695,552,636,0.0,,180,49.19590643274854,50.80409356725146,0.0,40.35087719298245,46.49122807017544,13.157894736842104,33.200529,-79.996742
Berkeley County School District,Berkeley 01,801999,Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,,2017,E,41.1,20.2,37.4,28.5,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48120.0,,5.2,,7.0,,,0.7,,69.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,399,425,368,319,,,137,48.42233009708738,51.57766990291263,,44.66019417475729,38.713592233009706,16.62621359223301,33.02441672727273,-80.0286501090909
Berkeley County School District,Berkeley 01,801999,Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,,2018,E,43.3,17.4,41.6,28.2,42.3,,21.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,67.6,,,,,,,,85.8,54.0,30.0,47821.0,90.8,10.1,,8.0,100.0,100.0,1.0,14.0,73.85,,,,14.0,,,90.4,78.2,33.0,92.1,92.1,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,0.0,9.0,746,372,374,311,273,0.0,,162,49.86595174262735,50.134048257372655,0.0,41.689008042895445,36.59517426273459,21.71581769436997,33.02441672727273,-80.0286501090909
Berkeley County School District,Berkeley 01,801999,Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,,2019,E,48.1,21.2,40.1,27.3,49.5,,16.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,52.8,,,,,,,2.4,80.5,55.8,0.0,50550.0,89.7,7.7,,9.0,100.0,100.0,1.3,8.0,72.35,,89935.0,9444.0,,,,92.9,83.4,75.0,93.6,95.7,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,27.0,0.0,0.0,0.0,0.0,14.0,685,336,349,268,243,0.0,,174,49.05109489051095,50.948905109489054,0.0,39.12408759124087,35.47445255474452,25.4014598540146,33.02441672727273,-80.0286501090909
Berkeley County School District,Berkeley 01,801999,Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,,2021,E,34.4,32.6,26.2,36.0,36.4,,34.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,,,,80.8,58.2417582417582,19.2,51178.5195454545,,9.7,,10.0,100.0,100.0,0.7,5.4,70.3,68.4,96392.0,,5.4,141.0,76.0,94.5,70.5,163.0,100.0,97.4,97.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,20.0,0.0,0.0,0.0,0.0,4.0,656,304,352,256,218,0.0,463.0,182,46.34146341463415,53.65853658536586,0.0,39.02439024390244,33.23170731707317,27.743902439024392,33.02441672727273,-80.0286501090909
Berkeley County School District,Berkeley 01,801999,Boulder Bluff Elementary School,801014,E,400 Judy Drive,Goose Creek,SC,29445,PK-5,643,843-553-1223,https://www.bcsdschools.net/BBE,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,,,81.2,51.1,8.3,52640.0,,10.3,,10.0,100.0,100.0,1.5,7.8,72.4,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,21.0,0.0,0.0,0.0,0.0,3.0,720,337,383,285,237,0.0,,198,46.80555555555556,53.19444444444444,0.0,39.58333333333333,32.916666666666664,27.500000000000004,33.02441672727273,-80.0286501090909
Berkeley County School District,Berkeley 01,801999,Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,,2017,E,13.6,50.7,17.8,45.2,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47131.0,,2.1,,1.0,,,0.0,,91.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,112,115,187,29,,,11,49.33920704845815,50.66079295154186,,82.37885462555066,12.77533039647577,4.845814977973569,33.0942079,-79.8081474
Berkeley County School District,Berkeley 01,801999,Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,,2018,E,18.1,40.3,29.2,33.3,24.0,,52.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,61.1,40.0,47623.0,92.5,2.4,,2.0,100.0,100.0,2.4,15.3,92.75,,,,15.3,,,,,5.0,93.3,86.6,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,0.0,11.0,201,99,102,160,24,0.0,,17,49.25373134328358,50.74626865671642,0.0,79.60199004975125,11.940298507462686,8.45771144278607,33.0942079,-79.8081474
Berkeley County School District,Berkeley 01,801999,Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,,2019,E,27.8,48.6,16.7,52.8,14.8,,55.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,60.6,66.7,25.0,53675.0,85.6,5.3,,1.0,100.0,100.0,0.7,14.7,90.86,,89935.0,13962.0,,,,70.0,60.0,10.0,30.8,92.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,18.0,38.0,0.0,2.0,0.0,0.0,3.0,187,90,97,148,19,0.0,,20,48.1283422459893,51.87165775401069,0.0,79.14438502673798,10.16042780748663,10.6951871657754,33.0942079,-79.8081474
Berkeley County School District,Berkeley 01,801999,Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,,2021,E,14.1,60.9,4.7,67.2,4.3,,56.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8,56.5217391304348,16.7,53258.721,,3.1,,3.0,100.0,100.0,0.0,7.0,92.1,54.9,96392.0,,7.0,20.0,7.0,84.7,92.3,13.0,100.0,80.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,165,71,94,132,19,0.0,151.0,14,43.03030303030303,56.96969696969697,0.0,80.0,11.515151515151516,8.484848484848486,33.0942079,-79.8081474
Berkeley County School District,Berkeley 01,801999,Cainhoy Elementary School,801015,E,2424 Cainhoy Road,Huger,SC,29450,PK-5,171,843-899-8975,www.bcsdschools.net\che,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,,,64.7,60.0,20.0,55219.0,,3.9,,2.0,100.0,100.0,0.0,19.4,90.2,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,1.0,0.0,2.0,183,83,100,152,13,0.0,,18,45.3551912568306,54.644808743169406,0.0,83.06010928961749,7.103825136612022,9.836065573770492,33.0942079,-79.8081474
Berkeley County School District,Berkeley 01,801999,Cross Elementary,801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,,2017,E,29.5,32.2,24.6,39.9,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50415.0,,3.2,,30.0,,,1.7,,85.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,185,208,285,94,,,14,47.07379134860051,52.926208651399484,,72.51908396946564,23.918575063613236,3.5623409669211195,33.3400559,-80.1463162
Berkeley County School District,Berkeley 01,801999,Cross Elementary,801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,,2018,E,32.1,24.7,25.3,35.2,27.9,,38.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,68.0,5.9,51849.0,85.8,7.7,,31.0,100.0,100.0,2.1,19.6,84.69,,,,19.6,,,85.7,71.4,14.0,96.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,0.0,11.0,379,177,202,261,90,0.0,,28,46.7018469656992,53.29815303430079,0.0,68.86543535620054,23.7467018469657,7.387862796833773,33.3400559,-80.1463162
Berkeley County School District,Berkeley 01,801999,Cross Elementary,801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,,2019,E,34.9,25.0,21.7,36.2,27.6,,40.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,84.8,73.9,0.0,52177.0,84.8,4.8,,32.0,100.0,100.0,1.0,13.9,86.58,,89935.0,11980.0,,,,85.69999999999999,85.69999999999999,7.0,76.0,96.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,45.0,2.0,0.0,4.0,0.0,7.0,361,171,190,244,89,0.0,,28,47.368421052631575,52.63157894736842,0.0,67.59002770083103,24.653739612188367,7.756232686980609,33.3400559,-80.1463162
Berkeley County School District,Berkeley 01,801999,Cross Elementary,801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,,2021,E,29.2,29.2,7.3,60.4,7.5,,52.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,78.2608695652174,7.1,56864.6086363636,,4.7,,34.0,100.0,100.0,1.4,9.2,90.6,60.7,96392.0,,9.2,47.0,6.0,78.4,60.0,65.0,91.6,91.7,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,330,151,179,208,83,0.0,299.0,39,45.75757575757576,54.24242424242425,0.0,63.030303030303024,25.151515151515152,11.818181818181818,33.3400559,-80.1463162
Berkeley County School District,Berkeley 01,801999,Cross Elementary,801016,E,1325 Ranger Drive,Cross SC,SC,29436,PK-6,332,843-899-8916,CES@bcsdschools.net,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,,,91.5,78.3,0.0,59000.0,,6.5,,33.0,100.0,100.0,2.0,20.3,90.2,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,31.0,0.0,0.0,4.0,0.0,6.0,343,159,184,228,85,0.0,,30,46.35568513119534,53.64431486880466,0.0,66.47230320699708,24.78134110787172,8.746355685131196,33.3400559,-80.1463162
Berkeley County School District,Berkeley 01,801999,College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,,2017,E,37.7,28.8,34.0,28.8,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48056.0,,3.7,,9.0,,,0.1,,77.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,490,573,338,407,,,318,46.09595484477893,53.90404515522107,,31.79680150517404,38.287864534336784,29.915333960489185,33.01602775,-80.09122600865788
Berkeley County School District,Berkeley 01,801999,College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,,2018,E,35.6,31.1,37.2,31.1,45.6,,26.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,,,,,,81.8,52.9,29.3,46591.0,88.0,6.0,,10.0,100.0,100.0,0.9,13.5,77.94,,,,13.5,,,86.8,64.7,70.0,76.0,86.7,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,0.0,11.0,1066,496,570,271,398,0.0,,397,46.52908067542214,53.47091932457786,0.0,25.422138836772984,37.3358348968105,37.24202626641651,33.01602775,-80.09122600865788
Berkeley County School District,Berkeley 01,801999,College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,,2019,E,35.0,32.8,35.7,30.8,45.7,,27.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,,,,,,2.4,78.8,50.0,24.2,48670.0,88.9,4.8,,11.0,100.0,100.0,2.0,14.1,77.43,,89935.0,9400.0,,,,90.2,71.1,145.0,68.2,95.2,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,21.0,1.0,4.0,1.0,0.0,7.0,1002,470,532,240,347,0.0,,415,46.9061876247505,53.09381237524951,0.0,23.952095808383238,34.63073852295409,41.41716566866268,33.01602775,-80.09122600865788
Berkeley County School District,Berkeley 01,801999,College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,,2021,E,25.4,45.2,16.8,60.8,25.0,,50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,80.4,53.3762057877814,29.0,49714.1315517241,,6.2,,13.0,100.0,100.0,0.1,5.5,79.1,67.1,96392.0,,5.5,157.0,281.0,84.9,65.6,93.0,98.2,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,4.0,1.0,0.0,2.0,876,414,462,214,260,0.0,694.0,402,47.26027397260274,52.73972602739726,0.0,24.42922374429224,29.68036529680365,45.89041095890411,33.01602775,-80.09122600865788
Berkeley County School District,Berkeley 01,801999,College Park Elementary School,801017,E,100 Davidson Drive,Ladson,SC,29456,PK-5,852,843-797-2711,https://www.bcsdschools.net/CPE,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,,,,74.4,50.0,28.1,52200.0,,6.2,,13.0,100.0,100.0,1.9,15.9,76.3,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,20.0,0.0,2.0,0.0,0.0,1.0,921,450,471,202,306,0.0,,413,48.85993485342019,51.14006514657981,0.0,21.932681867535287,33.22475570032573,44.842562432138976,33.01602775,-80.09122600865788
Berkeley County School District,Berkeley 01,801999,J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,,2017,E,32.8,27.1,25.7,31.4,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52789.0,,2.8,,11.0,,,4.1,,88.8,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,89,80,165,4,,,0,52.66272189349112,47.33727810650888,,97.63313609467455,2.366863905325444,0.0,no_result,no_result
Berkeley County School District,Berkeley 01,801999,J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,,2018,E,46.2,20.0,38.5,24.6,23.8,,47.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,90.0,0.0,52452.0,89.0,9.0,,11.0,100.0,100.0,0.9,10.7,87.68,,,,10.7,,,100.0,52.9,18.0,76.9,84.6,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,129,63,66,125,2,0.0,,2,48.837209302325576,51.16279069767442,0.0,96.89922480620154,1.550387596899225,1.550387596899225,no_result,no_result
Berkeley County School District,Berkeley 01,801999,J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,,2019,E,43.1,25.9,29.3,39.7,45.5,,36.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,65.4,55.6,0.0,47335.0,90.1,7.8,,12.0,91.0,100.0,1.8,,91.74,,89935.0,18281.0,,,,100.0,72.8,11.0,81.8,81.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,115,53,62,111,1,0.0,,3,46.08695652173913,53.91304347826087,0.0,96.52173913043478,0.8695652173913043,2.608695652173913,no_result,no_result
Berkeley County School District,Berkeley 01,801999,J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,,2021,E,35.6,20.0,24.4,51.1,23.5,,23.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,55.5555555555556,0.0,48991.0166666667,,12.8,,1.0,100.0,100.0,2.1,1.5,88.5,50.4,96392.0,,1.5,13.0,,100.0,100.0,8.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,57,46,95,4,0.0,93.0,4,55.33980582524271,44.66019417475729,0.0,92.23300970873788,3.883495145631068,3.883495145631068,no_result,no_result
Berkeley County School District,Berkeley 01,801999,J. K. Gourdin Elementary,801020,E,1649 Hwy 45,Pineville,SC,29468,PK-5,103,843-567-3787,bcsdschools.net/JKE,,2020,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,66.7,0.0,57840.0,,9.4,,13.0,100.0,100.0,2.1,,87.8,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,60,57,112,1,0.0,,4,51.28205128205128,48.71794871794872,0.0,95.72649572649571,0.8547008547008548,3.418803418803419,no_result,no_result
Berkeley County School District,Berkeley 01,801999,Hanahan Middle,801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,806,843-820-3800,https://www.bcsdschools.net/Domain/30,,2017,M,56.4,14.5,55.0,15.7,68.5,15.1,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48722.0,,28.7,41.232227488,17.0,,,0.3,,51.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,413,451,158,500,,,206,47.80092592592592,52.19907407407407,,18.28703703703704,57.87037037037037,23.84259259259259,32.90838992620805,-79.99376285877767
Berkeley County School District,Berkeley 01,801999,Hanahan Middle,801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,806,843-820-3800,https://www.bcsdschools.net/Domain/30,,2018,M,52.5,17.0,56.8,16.3,65.0,,17.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,,0.0,85.6,52.8,17.1,49996.0,89.1,28.1,29.6,19.0,100.0,100.0,0.0,7.0,49.35,,,,7.0,,,85.2,56.6,54.0,100.0,89.1,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,0.0,6.0,918,444,474,113,532,0.0,,273,48.36601307189542,51.63398692810458,0.0,12.309368191721132,57.9520697167756,29.73856209150327,32.90838992620805,-79.99376285877767
Berkeley County School District,Berkeley 01,801999,Hanahan Middle,801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,806,843-820-3800,https://www.bcsdschools.net/Domain/30,,2019,M,55.4,14.6,54.4,15.7,61.9,,15.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,56.2,,,,,,,2.4,79.0,57.1,21.7,50640.0,89.1,28.2,28.0,20.0,100.0,100.0,0.3,7.9,48.03,,89935.0,8403.0,,,,90.6,67.6,138.0,91.9,97.3,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,143.0,60.0,6.0,1.0,0.0,0.0,8.0,762,365,397,106,416,0.0,,240,47.9002624671916,52.0997375328084,0.0,13.910761154855644,54.59317585301837,31.496062992125985,32.90838992620805,-79.99376285877767
Berkeley County School District,Berkeley 01,801999,Hanahan Middle,801021,M,5815 Murray Drive,Hanahan,SC,29410,6-8,806,843-820-3800,https://www.bcsdschools.net/Domain/30,,2021,M,47.9,20.6,44.4,25.4,47.1,,27.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,,,,,,,82.6,60.0,16.7,53395.4657777778,,30.8,,,,,0.0,6.3,50.9,68.1,96392.0,,6.3,86.0,169.0,85.4,54.2,131.0,100.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,41.0,3.0,0.0,1.0,0.0,2.0,796,399,397,117,395,0.0,405.0,284,50.12562814070351,49.87437185929649,0.0,14.698492462311558,49.62311557788945,35.678391959798994,32.90838992620805,-79.99376285877767
